id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
361,2021-01-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,B,A
362,2021-01-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,B,A
363,2021-01-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,B,A
364,2021-01-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,B,A
365,2021-01-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,B,A
366,2021-01-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,B,A
367,2021-01-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,B,A
368,2021-01-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,B,A
369,2021-01-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,B,A
370,2021-01-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,B,A
371,2021-01-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,B,A
372,2021-01-01,Armut,57,meyve,Yurt içi,B,A
373,2021-01-01,Çilek,39,meyve,Yurt içi,B,A
374,2021-01-01,Elma,52,meyve,Yurt içi,B,A
375,2021-01-01,Erik türleri,60,meyve,Yurt içi,B,A
376,2021-01-01,İncir,80,meyve,Yurt içi,B,A
377,2021-01-01,Karadut,93,meyve,Yurt içi,B,A
378,2021-01-01,Karpuz,24,meyve,Yurt içi,B,A
379,2021-01-01,Kavun,28,meyve,Yurt içi,B,A
380,2021-01-01,Kayısı,54,meyve,Yurt içi,B,A
381,2021-01-01,Kiraz,79,meyve,Yurt içi,B,A
382,2021-01-01,Limon,17,meyve,Yurt içi,B,A
383,2021-01-01,Mandalina,36,meyve,Yurt içi,B,A
384,2021-01-01,Muz,90,meyve,Yurt içi,B,A
385,2021-01-01,Nar,77,meyve,Yurt içi,B,A
386,2021-01-01,Portakal,41,meyve,Yurt içi,B,A
387,2021-01-01,Şeftali,49,meyve,Yurt içi,B,A
388,2021-01-01,Üzüm,74,meyve,Yurt içi,B,A
389,2021-01-01,Vişne,57,meyve,Yurt içi,B,A
390,2021-01-01,fındık,110,kuruyemiş,Yurt içi,B,A
391,2021-01-01,fıstık,115,kuruyemiş,Yurt içi,B,A
392,2021-01-01,kaju,100,kuruyemiş,Yurt içi,B,A
393,2021-01-01,badem,110,kuruyemiş,Yurt içi,B,A
394,2021-01-01,ceviz,120,kuruyemiş,Yurt içi,B,A
395,2021-01-01,kıyma,120,et,Yurt dışı,B,A
396,2021-01-01,tavuk,103,et,Yurt dışı,B,A
397,2021-01-01,hindi,160,et,Yurt dışı,B,A
398,2021-01-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,B,A
399,2021-01-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,B,A
400,2021-01-01,Bamya,42,sebze ve bakliyat,Yurt dışı,B,A
401,2021-01-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,B,A
402,2021-01-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,B,A
403,2021-01-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,B,A
404,2021-01-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,B,A
405,2021-01-01,Domates,25,sebze ve bakliyat,Yurt dışı,B,A
406,2021-01-01,Enginar,63,sebze ve bakliyat,Yurt dışı,B,A
407,2021-01-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,B,A
408,2021-01-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,B,A
409,2021-01-01,Havuç,42,sebze ve bakliyat,Yurt dışı,B,A
410,2021-01-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,B,A
411,2021-01-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,B,A
412,2021-01-01,Kabak,19,sebze ve bakliyat,Yurt dışı,B,A
413,2021-01-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,B,A
414,2021-01-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,B,A
415,2021-01-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,B,A
416,2021-01-01,Lahana,24,sebze ve bakliyat,Yurt dışı,B,A
417,2021-01-01,Mantar,16,sebze ve bakliyat,Yurt dışı,B,A
418,2021-01-01,Marul,15,sebze ve bakliyat,Yurt dışı,B,A
419,2021-01-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,B,A
420,2021-01-01,Nohut,376,sebze ve bakliyat,Yurt dışı,B,A
421,2021-01-01,Pancar,42,sebze ve bakliyat,Yurt dışı,B,A
422,2021-01-01,Patates,83,sebze ve bakliyat,Yurt dışı,B,A
423,2021-01-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,B,A
424,2021-01-01,Pazı,27,sebze ve bakliyat,Yurt dışı,B,A
425,2021-01-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,B,A
426,2021-01-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,B,A
427,2021-01-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,B,A
428,2021-01-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,B,A
429,2021-01-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,B,A
430,2021-01-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,B,A
431,2021-01-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,B,A
432,2021-01-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,B,A
433,2021-01-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,B,A
434,2021-01-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,B,A
435,2021-01-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,B,A
436,2021-01-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,B,A
437,2021-01-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,B,A
438,2021-01-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,B,A
439,2021-01-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
440,2021-01-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
441,2021-01-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
442,2021-01-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
443,2021-01-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
444,2021-01-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
445,2021-01-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
446,2021-01-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
447,2021-01-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
448,2021-01-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
449,2021-01-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
450,2021-01-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,B,A
451,2021-01-01,Armut,57,meyve,Yurt dışı,B,A
452,2021-01-01,Çilek,39,meyve,Yurt dışı,B,A
453,2021-01-01,Elma,52,meyve,Yurt dışı,B,A
454,2021-01-01,Erik türleri,60,meyve,Yurt dışı,B,A
455,2021-01-01,İncir,80,meyve,Yurt dışı,B,A
456,2021-01-01,Karadut,93,meyve,Yurt dışı,B,A
457,2021-01-01,Karpuz,24,meyve,Yurt dışı,B,A
458,2021-01-01,Kavun,28,meyve,Yurt dışı,B,A
459,2021-01-01,Kayısı,54,meyve,Yurt dışı,B,A
460,2021-01-01,Kiraz,79,meyve,Yurt dışı,B,A
461,2021-01-01,Limon,17,meyve,Yurt dışı,B,A
462,2021-01-01,Mandalina,36,meyve,Yurt dışı,B,A
463,2021-01-01,Muz,90,meyve,Yurt dışı,B,A
464,2021-01-01,Nar,77,meyve,Yurt dışı,B,A
465,2021-01-01,Portakal,41,meyve,Yurt dışı,B,A
466,2021-01-01,Şeftali,49,meyve,Yurt dışı,B,A
467,2021-01-01,Üzüm,74,meyve,Yurt dışı,B,A
468,2021-01-01,Vişne,57,meyve,Yurt dışı,B,A
469,2021-01-01,fındık,110,kuruyemiş,Yurt dışı,B,A
470,2021-01-01,fıstık,115,kuruyemiş,Yurt dışı,B,A
471,2021-01-01,kaju,100,kuruyemiş,Yurt dışı,B,A
472,2021-01-01,badem,110,kuruyemiş,Yurt dışı,B,A
473,2021-01-01,ceviz,120,kuruyemiş,Yurt dışı,B,A
474,2021-01-01,kıyma,120,et,Yurt içi,M,B
475,2021-01-01,tavuk,103,et,Yurt içi,M,B
476,2021-01-01,hindi,160,et,Yurt içi,M,B
477,2021-01-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,M,B
478,2021-01-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,M,B
479,2021-01-01,Bamya,42,sebze ve bakliyat,Yurt içi,M,B
480,2021-01-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,M,B
481,2021-01-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,M,B
482,2021-01-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,M,B
483,2021-01-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,M,B
484,2021-01-01,Domates,25,sebze ve bakliyat,Yurt içi,M,B
485,2021-01-01,Enginar,63,sebze ve bakliyat,Yurt içi,M,B
486,2021-01-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,M,B
487,2021-01-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,M,B
488,2021-01-01,Havuç,42,sebze ve bakliyat,Yurt içi,M,B
489,2021-01-01,Salatalık,8,sebze ve bakliyat,Yurt içi,M,B
490,2021-01-01,Ispanak,25,sebze ve bakliyat,Yurt içi,M,B
491,2021-01-01,Kabak,19,sebze ve bakliyat,Yurt içi,M,B
492,2021-01-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,M,B
493,2021-01-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,M,B
494,2021-01-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,M,B
495,2021-01-01,Lahana,24,sebze ve bakliyat,Yurt içi,M,B
496,2021-01-01,Mantar,16,sebze ve bakliyat,Yurt içi,M,B
497,2021-01-01,Marul,15,sebze ve bakliyat,Yurt içi,M,B
498,2021-01-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,M,B
499,2021-01-01,Nohut,376,sebze ve bakliyat,Yurt içi,M,B
500,2021-01-01,Pancar,42,sebze ve bakliyat,Yurt içi,M,B
501,2021-01-01,Patates,83,sebze ve bakliyat,Yurt içi,M,B
502,2021-01-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,M,B
503,2021-01-01,Pazı,27,sebze ve bakliyat,Yurt içi,M,B
504,2021-01-01,Pırasa,52,sebze ve bakliyat,Yurt içi,M,B
505,2021-01-01,Semizotu,32,sebze ve bakliyat,Yurt içi,M,B
506,2021-01-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,M,B
507,2021-01-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,M,B
508,2021-01-01,Erişte,390,tahıl ve ürünleri,Yurt içi,M,B
509,2021-01-01,Makarna,390,tahıl ve ürünleri,Yurt içi,M,B
510,2021-01-01,Mısır,351,tahıl ve ürünleri,Yurt içi,M,B
511,2021-01-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,M,B
512,2021-01-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,M,B
513,2021-01-01,Pilav,368,tahıl ve ürünleri,Yurt içi,M,B
514,2021-01-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,M,B
515,2021-01-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,M,B
516,2021-01-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,M,B
517,2021-01-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,M,B
518,2021-01-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,M,B
519,2021-01-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,M,B
520,2021-01-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,M,B
521,2021-01-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,M,B
522,2021-01-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,M,B
523,2021-01-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,M,B
524,2021-01-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,M,B
525,2021-01-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,M,B
526,2021-01-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,M,B
527,2021-01-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,M,B
528,2021-01-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,M,B
529,2021-01-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,M,B
530,2021-01-01,Armut,57,meyve,Yurt içi,M,B
531,2021-01-01,Çilek,39,meyve,Yurt içi,M,B
532,2021-01-01,Elma,52,meyve,Yurt içi,M,B
533,2021-01-01,Erik türleri,60,meyve,Yurt içi,M,B
534,2021-01-01,İncir,80,meyve,Yurt içi,M,B
535,2021-01-01,Karadut,93,meyve,Yurt içi,M,B
536,2021-01-01,Karpuz,24,meyve,Yurt içi,M,B
537,2021-01-01,Kavun,28,meyve,Yurt içi,M,B
538,2021-01-01,Kayısı,54,meyve,Yurt içi,M,B
539,2021-01-01,Kiraz,79,meyve,Yurt içi,M,B
540,2021-01-01,Limon,17,meyve,Yurt içi,M,B
541,2021-01-01,Mandalina,36,meyve,Yurt içi,M,B
542,2021-01-01,Muz,90,meyve,Yurt içi,M,B
543,2021-01-01,Nar,77,meyve,Yurt içi,M,B
544,2021-01-01,Portakal,41,meyve,Yurt içi,M,B
545,2021-01-01,Şeftali,49,meyve,Yurt içi,M,B
546,2021-01-01,Üzüm,74,meyve,Yurt içi,M,B
547,2021-01-01,Vişne,57,meyve,Yurt içi,M,B
548,2021-01-01,fındık,110,kuruyemiş,Yurt içi,M,B
549,2021-01-01,fıstık,115,kuruyemiş,Yurt içi,M,B
550,2021-01-01,kaju,100,kuruyemiş,Yurt içi,M,B
551,2021-01-01,badem,110,kuruyemiş,Yurt içi,M,B
552,2021-01-01,ceviz,120,kuruyemiş,Yurt içi,M,B
553,2021-01-01,kıyma,120,et,Yurt dışı,M,B
554,2021-01-01,tavuk,103,et,Yurt dışı,M,B
555,2021-01-01,hindi,160,et,Yurt dışı,M,B
556,2021-01-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,M,B
557,2021-01-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,M,B
558,2021-01-01,Bamya,42,sebze ve bakliyat,Yurt dışı,M,B
559,2021-01-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,M,B
560,2021-01-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,M,B
561,2021-01-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,M,B
562,2021-01-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,M,B
563,2021-01-01,Domates,25,sebze ve bakliyat,Yurt dışı,M,B
564,2021-01-01,Enginar,63,sebze ve bakliyat,Yurt dışı,M,B
565,2021-01-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,M,B
566,2021-01-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,M,B
567,2021-01-01,Havuç,42,sebze ve bakliyat,Yurt dışı,M,B
568,2021-01-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,M,B
569,2021-01-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,M,B
570,2021-01-01,Kabak,19,sebze ve bakliyat,Yurt dışı,M,B
571,2021-01-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,M,B
572,2021-01-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,M,B
573,2021-01-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,M,B
574,2021-01-01,Lahana,24,sebze ve bakliyat,Yurt dışı,M,B
575,2021-01-01,Mantar,16,sebze ve bakliyat,Yurt dışı,M,B
576,2021-01-01,Marul,15,sebze ve bakliyat,Yurt dışı,M,B
577,2021-01-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,M,B
578,2021-01-01,Nohut,376,sebze ve bakliyat,Yurt dışı,M,B
579,2021-01-01,Pancar,42,sebze ve bakliyat,Yurt dışı,M,B
580,2021-01-01,Patates,83,sebze ve bakliyat,Yurt dışı,M,B
581,2021-01-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,M,B
582,2021-01-01,Pazı,27,sebze ve bakliyat,Yurt dışı,M,B
583,2021-01-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,M,B
584,2021-01-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,M,B
585,2021-01-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,M,B
586,2021-01-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,M,B
587,2021-01-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,M,B
588,2021-01-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,M,B
589,2021-01-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,M,B
590,2021-01-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,M,B
591,2021-01-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,M,B
592,2021-01-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,M,B
593,2021-01-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,M,B
594,2021-01-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,M,B
595,2021-01-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,M,B
596,2021-01-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,M,B
597,2021-01-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
598,2021-01-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
599,2021-01-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
600,2021-01-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
601,2021-01-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
602,2021-01-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
603,2021-01-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
604,2021-01-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
605,2021-01-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
606,2021-01-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
607,2021-01-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
608,2021-01-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,M,B
609,2021-01-01,Armut,57,meyve,Yurt dışı,M,B
610,2021-01-01,Çilek,39,meyve,Yurt dışı,M,B
611,2021-01-01,Elma,52,meyve,Yurt dışı,M,B
612,2021-01-01,Erik türleri,60,meyve,Yurt dışı,M,B
613,2021-01-01,İncir,80,meyve,Yurt dışı,M,B
614,2021-01-01,Karadut,93,meyve,Yurt dışı,M,B
615,2021-01-01,Karpuz,24,meyve,Yurt dışı,M,B
616,2021-01-01,Kavun,28,meyve,Yurt dışı,M,B
617,2021-01-01,Kayısı,54,meyve,Yurt dışı,M,B
618,2021-01-01,Kiraz,79,meyve,Yurt dışı,M,B
619,2021-01-01,Limon,17,meyve,Yurt dışı,M,B
620,2021-01-01,Mandalina,36,meyve,Yurt dışı,M,B
621,2021-01-01,Muz,90,meyve,Yurt dışı,M,B
622,2021-01-01,Nar,77,meyve,Yurt dışı,M,B
623,2021-01-01,Portakal,41,meyve,Yurt dışı,M,B
624,2021-01-01,Şeftali,49,meyve,Yurt dışı,M,B
625,2021-01-01,Üzüm,74,meyve,Yurt dışı,M,B
626,2021-01-01,Vişne,57,meyve,Yurt dışı,M,B
627,2021-01-01,fındık,110,kuruyemiş,Yurt dışı,M,B
628,2021-01-01,fıstık,115,kuruyemiş,Yurt dışı,M,B
629,2021-01-01,kaju,100,kuruyemiş,Yurt dışı,M,B
630,2021-01-01,badem,110,kuruyemiş,Yurt dışı,M,B
631,2021-01-01,ceviz,120,kuruyemiş,Yurt dışı,M,B
632,2021-01-01,kıyma,120,et,Yurt içi,C,B
633,2021-01-01,tavuk,103,et,Yurt içi,C,B
634,2021-01-01,hindi,160,et,Yurt içi,C,B
635,2021-01-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,C,B
636,2021-01-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,C,B
637,2021-01-01,Bamya,42,sebze ve bakliyat,Yurt içi,C,B
638,2021-01-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,C,B
639,2021-01-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,C,B
640,2021-01-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,C,B
641,2021-01-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,C,B
642,2021-01-01,Domates,25,sebze ve bakliyat,Yurt içi,C,B
643,2021-01-01,Enginar,63,sebze ve bakliyat,Yurt içi,C,B
644,2021-01-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,C,B
645,2021-01-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,C,B
646,2021-01-01,Havuç,42,sebze ve bakliyat,Yurt içi,C,B
647,2021-01-01,Salatalık,8,sebze ve bakliyat,Yurt içi,C,B
648,2021-01-01,Ispanak,25,sebze ve bakliyat,Yurt içi,C,B
649,2021-01-01,Kabak,19,sebze ve bakliyat,Yurt içi,C,B
650,2021-01-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,C,B
651,2021-01-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,C,B
652,2021-01-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,C,B
653,2021-01-01,Lahana,24,sebze ve bakliyat,Yurt içi,C,B
654,2021-01-01,Mantar,16,sebze ve bakliyat,Yurt içi,C,B
655,2021-01-01,Marul,15,sebze ve bakliyat,Yurt içi,C,B
656,2021-01-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,B
657,2021-01-01,Nohut,376,sebze ve bakliyat,Yurt içi,C,B
658,2021-01-01,Pancar,42,sebze ve bakliyat,Yurt içi,C,B
659,2021-01-01,Patates,83,sebze ve bakliyat,Yurt içi,C,B
660,2021-01-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,B
661,2021-01-01,Pazı,27,sebze ve bakliyat,Yurt içi,C,B
662,2021-01-01,Pırasa,52,sebze ve bakliyat,Yurt içi,C,B
663,2021-01-01,Semizotu,32,sebze ve bakliyat,Yurt içi,C,B
664,2021-01-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,B
665,2021-01-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,B
666,2021-01-01,Erişte,390,tahıl ve ürünleri,Yurt içi,C,B
667,2021-01-01,Makarna,390,tahıl ve ürünleri,Yurt içi,C,B
668,2021-01-01,Mısır,351,tahıl ve ürünleri,Yurt içi,C,B
669,2021-01-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,B
670,2021-01-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,B
671,2021-01-01,Pilav,368,tahıl ve ürünleri,Yurt içi,C,B
672,2021-01-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,B
673,2021-01-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,B
674,2021-01-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,B
675,2021-01-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,B
676,2021-01-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,B
677,2021-01-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,B
678,2021-01-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,B
679,2021-01-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,B
680,2021-01-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,B
681,2021-01-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,B
682,2021-01-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,B
683,2021-01-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,B
684,2021-01-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,B
685,2021-01-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,B
686,2021-01-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,B
687,2021-01-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,B
688,2021-01-01,Armut,57,meyve,Yurt içi,C,B
689,2021-01-01,Çilek,39,meyve,Yurt içi,C,B
690,2021-01-01,Elma,52,meyve,Yurt içi,C,B
691,2021-01-01,Erik türleri,60,meyve,Yurt içi,C,B
692,2021-01-01,İncir,80,meyve,Yurt içi,C,B
693,2021-01-01,Karadut,93,meyve,Yurt içi,C,B
694,2021-01-01,Karpuz,24,meyve,Yurt içi,C,B
695,2021-01-01,Kavun,28,meyve,Yurt içi,C,B
696,2021-01-01,Kayısı,54,meyve,Yurt içi,C,B
697,2021-01-01,Kiraz,79,meyve,Yurt içi,C,B
698,2021-01-01,Limon,17,meyve,Yurt içi,C,B
699,2021-01-01,Mandalina,36,meyve,Yurt içi,C,B
700,2021-01-01,Muz,90,meyve,Yurt içi,C,B
701,2021-01-01,Nar,77,meyve,Yurt içi,C,B
702,2021-01-01,Portakal,41,meyve,Yurt içi,C,B
703,2021-01-01,Şeftali,49,meyve,Yurt içi,C,B
704,2021-01-01,Üzüm,74,meyve,Yurt içi,C,B
705,2021-01-01,Vişne,57,meyve,Yurt içi,C,B
706,2021-01-01,fındık,110,kuruyemiş,Yurt içi,C,B
707,2021-01-01,fıstık,115,kuruyemiş,Yurt içi,C,B
708,2021-01-01,kaju,100,kuruyemiş,Yurt içi,C,B
709,2021-01-01,badem,110,kuruyemiş,Yurt içi,C,B
710,2021-01-01,ceviz,120,kuruyemiş,Yurt içi,C,B
711,2021-01-01,kıyma,120,et,Yurt dışı,C,B
712,2021-01-01,tavuk,103,et,Yurt dışı,C,B
713,2021-01-01,hindi,160,et,Yurt dışı,C,B
714,2021-01-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,B
715,2021-01-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,B
716,2021-01-01,Bamya,42,sebze ve bakliyat,Yurt dışı,C,B
717,2021-01-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,B
718,2021-01-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,B
719,2021-01-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,B
720,2021-01-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,B
721,2021-01-01,Domates,25,sebze ve bakliyat,Yurt dışı,C,B
722,2021-01-01,Enginar,63,sebze ve bakliyat,Yurt dışı,C,B
723,2021-01-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,B
724,2021-01-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,B
725,2021-01-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,B
